AllocationUUID,AllocationOwner,OwnerClassificationCV,State,LinkFieldA,index,ContractorName,LinkFieldB,success
UTwr_WR431709,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR431710,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR431716,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR431717,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR432501,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR432533,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR432534,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR432535,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR432538,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433093,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433123,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433201,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433255,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433333,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433812,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR433825,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR435098,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR438910,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR438911,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR439045,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,334.0,Moon Lake Water Users Association,moon lake water users associationut,1
UTwr_WR439894,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR451675,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR452134,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR452774,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR453371,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR453714,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR454420,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR45514,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR45518,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR45521,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR45525,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR455284,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR456363,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR456739,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR491239,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR491272,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR492157,UINTAH WATER CONSERVANCY DISTRICT,Private,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR49219,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR492274,UINTAH WATER CONSERVANCY DISTRICT,Private,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR492307,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR492330,UINTAH WATER CONSERVANCY DISTRICT,Private,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR492333,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,"493.0,182.0,423.0",Uintah Water Conservancy District,uintah water conservancy districtut,1
UTwr_WR514741,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR516015,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55105,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5511019,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5511033,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551137,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512307,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512311,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512380,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512384,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512385,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512386,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512387,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512389,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512390,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512391,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5512393,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5513027,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5513277,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5513322,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551587,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551647,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551648,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551831,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551857,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR551867,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55205,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55206,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55207,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552092,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55211,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55212,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55213,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55214,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55219,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55220,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55221,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552287,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552293,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552307,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55238,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552399,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552467,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552468,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552469,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552579,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552580,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55260,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55261,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR552688,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55277,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55278,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553161,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55357,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55358,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553892,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553893,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553894,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553895,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553896,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553898,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553899,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
